percentage,concepts,secs
18.0,37,174.1
26.0,15,264.12
20.0,13,291.08
34.0,17,288.47
7.0,72,108.5
4.0,91,76.15
23.0,29,107.7
56.0,11,88.52
46.0,39,490.45
24.0,16,343.84
23.0,22,379.26
36.0,11,382.79
30.0,16,329.6
36.0,18,595.75
45.0,35,804.6
34.0,2,31.57
22.0,25,162.93
16.0,13,74.04
34.0,23,198.62
10.0,32,202.86
23.0,24,386.4
32.0,28,153.65
0.0,4,6.3
0.0,6,6.55
13.0,28,180.6
1.0,16,5.0
36.0,36,599.7
47.0,19,450.0
31.0,21,349.85
3.0,12,36.77
25.0,2,140.47
21.0,4,80.93
11.0,3,170.98
1.0,21,5.51
0.0,31,5.78
1.0,19,6.02
1.0,12,6.01
0.0,16,5.29
0.0,17,5.3
1.0,11,5.47
1.0,20,5.48
1.0,9,5.27
48.0,45,355.9
37.0,6,102.1
40.0,17,183.7
33.0,12,310.44
27.0,11,300.09
28.0,22,219.14
20.0,13,225.54
49.0,21,275.7
66.0,10,103.4
42.0,39,608.2
50.0,37,745.2
24.0,33,506.0
31.0,6,217.72
2.0,10,12.14
2.0,11,12.81
48.0,9,410.1
52.0,7,244.4
53.0,2,158.45
25.0,6,107.28
33.0,41,209.02
13.0,35,142.43
31.0,14,133.52
52.0,31,434.2
14.0,8,622.22
29.0,32,236.05
55.0,12,125.0
28.0,20,195.56
4.0,22,15.0
38.0,13,250.13
11.0,27,156.64
12.0,27,85.35
7.0,23,26.42
28.0,30,193.32
51.0,39,372.73
45.0,70,453.4
46.0,41,277.4
1.0,44,8.24
12.0,4,67.2
10.0,6,100.68
36.0,42,399.0
35.0,24,316.63
27.0,23,325.38
40.0,29,429.5
3.0,19,25.58
2.0,52,37.47
20.0,1,167.53
28.0,1,100.25
45.0,9,212.25
33.0,3,205.0
44.0,5,213.98
17.0,23,256.94
48.0,37,1033.1
27.0,11,461.7
28.0,26,247.72
39.0,43,444.2
47.0,33,538.95
52.0,19,426.8
29.0,32,232.79
0.0,11,6.47
1.0,19,7.53
2.0,8,7.42
0.0,46,8.42
2.0,8,9.66
1.0,14,8.77
1.0,15,8.17
2.0,13,6.57
1.0,15,6.26
1.0,14,7.71
2.0,13,9.08
16.0,20,224.78
32.0,11,95.37
59.0,17,298.5
31.0,26,252.42
47.0,40,272.47
55.0,43,1463.0
29.0,21,407.0
49.0,34,1633.4
32.0,45,559.65
13.0,42,236.89
12.0,41,193.51
18.0,3,265.39
11.0,41,336.2
34.0,7,327.43
41.0,10,307.62
15.0,44,213.24
29.0,20,248.33
30.0,17,254.0
29.0,24,302.5
20.0,47,169.05
16.0,40,195.1
2.0,31,30.0
2.0,24,20.0
4.0,23,50.0
23.0,38,205.0
3.0,26,25.1
3.0,22,35.0
5.0,24,70.0
1.0,31,10.1
5.0,26,55.0
3.0,16,30.0
11.0,17,110.1
31.0,26,654.11
4.0,16,45.03
22.0,23,396.55
8.0,34,130.0
0.0,41,5.28
0.0,56,5.98
1.0,6,5.44
0.0,26,5.68
0.0,20,6.51
1.0,7,5.69
0.0,40,6.17
0.0,10,6.25
0.0,19,8.66
0.0,16,11.0
1.0,4,6.45
0.0,24,7.56
0.0,35,6.67
49.0,9,288.47
12.0,17,540.05
26.0,1,184.46
20.0,8,190.81
24.0,5,165.75
12.0,11,125.33
43.0,20,401.46
20.0,24,288.63
20.0,11,248.0
6.0,29,72.5
7.0,13,39.82
2.0,16,15.0
28.0,34,209.57
23.0,23,219.43
26.0,28,259.93
23.0,7,79.8
42.0,6,312.12
33.0,11,130.42
44.0,12,220.72
22.0,54,349.9
55.0,32,577.25
20.0,58,586.76
21.0,29,216.84
2.0,18,18.0
26.0,24,246.5
52.0,15,635.0
30.0,4,288.5
39.0,1,51.37
40.0,10,284.0
9.0,8,94.19
48.0,9,415.0
42.0,11,444.58
0.0,24,5.81
37.0,8,911.0
37.0,7,489.5
7.0,9,89.97
31.0,22,355.82
28.0,16,315.49
21.0,20,226.42
16.0,18,217.5
26.0,28,569.25
39.0,1,461.03
12.0,10,105.81
18.0,21,115.0
36.0,5,447.38
1.0,1,5.62
4.0,8,103.05
39.0,7,475.77
34.0,4,341.17
33.0,7,567.83
41.0,4,389.58
40.0,1,357.4
41.0,5,335.34
36.0,5,625.53
16.0,45,192.0
30.0,70,515.1
21.0,10,120.3
27.0,7,46.43
56.0,33,326.6
23.0,30,98.64
23.0,29,163.0
36.0,36,195.5
2.0,44,15.0
48.0,1,181.15
42.0,1,108.9
14.0,11,268.4
4.0,16,76.2
2.0,1,19.8
23.0,11,170.61
20.0,10,222.67
29.0,17,155.0
20.0,35,320.28
19.0,16,288.45
24.0,34,368.81
9.0,18,65.04
15.0,13,102.26
40.0,37,627.58
53.0,11,420.44
39.0,8,311.62
28.0,17,342.96
62.0,13,394.52
56.0,21,428.71
22.0,34,226.54
23.0,9,188.34
28.0,4,282.54
0.0,31,5.89
10.0,9,106.3
30.0,10,331.9
34.0,12,392.52
27.0,15,230.18
20.0,16,284.52
28.0,20,386.88
24.0,29,200.15
28.0,30,518.24
37.0,17,482.71
1.0,21,5.53
15.0,37,319.4
7.0,35,59.0
27.0,5,276.96
33.0,8,340.62
49.0,12,139.52
22.0,4,34.79
17.0,5,191.58
6.0,7,90.63
40.0,7,243.16
26.0,14,312.91
42.0,8,160.83
40.0,4,410.88
35.0,6,435.67
27.0,32,376.7
36.0,32,464.39
30.0,40,373.51
30.0,23,308.98
23.0,25,203.84
33.0,20,269.5
40.0,33,530.3
39.0,22,526.62
28.0,28,331.82
32.0,39,586.34
41.0,23,396.59
32.0,29,447.09
33.0,37,458.74
35.0,9,100.84
39.0,5,133.4
15.0,14,277.75
27.0,38,370.52
39.0,21,293.86
6.0,44,53.06
19.0,28,173.61
27.0,21,142.07
42.0,20,299.08
36.0,22,307.6
19.0,9,194.52
46.0,4,157.58
30.0,3,445.25
16.0,43,136.23
16.0,23,111.68
40.0,17,183.33
39.0,27,107.42
29.0,34,220.48
4.0,57,60.0
25.0,44,174.55
12.0,23,164.0
2.0,9,9.9
27.0,30,278.0
1.0,24,10.0
15.0,21,128.0
4.0,47,49.0
34.0,13,133.9
11.0,28,293.45
12.0,25,257.76
13.0,9,121.65
24.0,12,339.62
54.0,19,679.3
18.0,13,238.5
38.0,9,426.46
44.0,5,345.67
28.0,8,210.4
42.0,6,394.18
34.0,9,250.2
43.0,8,227.99
50.0,6,395.61
40.0,3,292.13
36.0,5,200.18
51.0,6,428.4
39.0,10,465.48
30.0,3,204.1
28.0,2,197.46
41.0,11,312.4
50.0,2,286.45
55.0,6,396.5
46.0,5,315.9
47.0,5,303.1
38.0,5,302.97
54.0,1,163.38
36.0,5,387.67
46.0,5,318.5
44.0,5,265.23
38.0,10,355.72
48.0,4,352.3
32.0,12,385.74
32.0,8,269.67
39.0,9,304.8
31.0,9,135.45
56.0,12,650.0
56.0,7,287.77
55.0,9,321.57
23.0,18,307.37
5.0,4,30.0
2.0,8,6.95
18.0,12,290.58
54.0,9,249.9
37.0,9,371.05
33.0,9,292.0
5.0,16,53.14
53.0,7,675.65
54.0,21,526.29
55.0,22,392.73
53.0,11,345.0
23.0,22,273.52
19.0,10,261.25
13.0,22,153.2
38.0,26,251.3
26.0,35,693.12
9.0,8,97.9
27.0,15,375.1
1.0,2,6.3
1.0,6,5.75
30.0,2,132.4
1.0,5,10.0
39.0,1,141.62
22.0,4,307.73
1.0,1,5.0
3.0,1,5.22
1.0,2,6.02
2.0,1,6.79
1.0,5,5.87
1.0,7,5.99
1.0,3,6.67
0.0,10,5.47
0.0,11,5.42
1.0,3,5.01
1.0,3,5.09
0.0,4,5.02
1.0,1,5.42
1.0,4,4.99
0.0,2,5.05
36.0,1,216.6
38.0,1,223.73
1.0,1,6.65
1.0,5,8.1
1.0,5,8.25
14.0,13,327.5
39.0,2,182.01
38.0,10,653.25
24.0,23,320.43
30.0,15,422.12
1.0,30,36.67
1.0,20,24.71
7.0,2,66.76
20.0,5,166.74
36.0,8,339.94
31.0,8,218.44
23.0,2,106.13
5.0,2,34.03
46.0,2,336.44
24.0,10,341.62
1.0,29,17.6
31.0,64,666.5
60.0,23,316.5
25.0,33,237.9
40.0,28,283.8
26.0,58,356.03
9.0,2,65.2
5.0,9,54.9
1.0,8,25.2
30.0,20,377.25
37.0,37,457.6
23.0,34,273.9
13.0,23,268.67
0.0,6,7.18
17.0,79,296.38
22.0,60,247.36
21.0,68,419.09
27.0,81,598.32
29.0,6,395.56
16.0,48,197.15
29.0,34,198.68
13.0,37,115.2
1.0,8,6.87
1.0,15,7.64
0.0,17,6.99
11.0,3,6.91
1.0,8,6.63
1.0,12,7.13
1.0,15,8.77
1.0,20,7.42
0.0,21,8.63
1.0,15,7.34
3.0,3,7.89
1.0,6,7.57
3.0,3,9.23
1.0,23,7.8
33.0,21,824.1
39.0,5,169.96
63.0,4,369.49
43.0,4,307.33
44.0,13,175.38
27.0,8,91.97
37.0,14,187.32
18.0,24,598.48
20.0,19,292.67
11.0,18,194.0
4.0,21,77.5
29.0,8,329.03
24.0,11,275.93
17.0,32,327.72
0.0,14,10.95
0.0,28,8.13
17.0,12,60.95
12.0,2,93.95
4.0,5,82.92
3.0,24,37.55
13.0,27,229.15
0.0,10,5.0
2.0,8,28.2
4.0,11,44.37
13.0,21,180.22
32.0,8,198.0
4.0,8,38.12
4.0,6,43.7
5.0,5,62.55
17.0,9,156.4
33.0,8,345.62
38.0,7,329.57
41.0,14,359.53
6.0,23,63.79
2.0,32,29.97
22.0,7,271.22
99.0,17,1635.0
40.0,5,109.73
24.0,11,207.83
4.0,3,45.0
1.0,14,14.24
45.0,17,717.3
18.0,6,168.25
0.0,9,6.75
0.0,12,6.45
0.0,6,6.58
1.0,3,6.94
1.0,2,6.73
0.0,13,6.24
31.0,2,299.21
35.0,10,270.33
37.0,9,383.98
3.0,71,57.4
38.0,40,420.84
28.0,68,396.8
19.0,43,208.15
20.0,75,320.8
26.0,66,309.4
10.0,26,175.48
5.0,10,61.57
0.0,48,7.06
0.0,28,6.79
1.0,8,6.95
0.0,19,6.02
0.0,43,6.29
1.0,27,8.34
23.0,18,206.52
9.0,10,76.25
29.0,9,246.7
43.0,15,422.98
48.0,11,897.75
15.0,7,181.35
14.0,10,191.38
1.0,34,10.0
8.0,10,57.0
39.0,23,315.96
8.0,20,60.27
22.0,7,127.36
13.0,32,204.55
22.0,13,402.2
3.0,1,30.1
24.0,8,315.57
71.0,5,856.1
54.0,2,623.43
42.0,4,267.97
25.0,2,165.85
32.0,20,280.08
15.0,49,593.38
15.0,51,350.58
1.0,36,9.8
2.0,58,51.95
10.0,22,212.82
5.0,6,48.0
24.0,1,153.25
44.0,6,284.4
35.0,16,410.65
40.0,9,320.45
11.0,9,59.8
31.0,2,137.4
31.0,4,414.94
38.0,5,307.5
26.0,22,298.33
32.0,8,268.96
20.0,54,494.83
5.0,47,120.41
5.0,15,49.5
28.0,51,360.85
46.0,19,401.36
32.0,34,276.48
40.0,10,139.79
32.0,10,471.0
13.0,15,115.0
25.0,20,276.94
30.0,7,473.35
5.0,23,80.0
31.0,16,295.95
8.0,16,120.0
29.0,23,377.15
24.0,31,325.03
42.0,47,673.08
17.0,31,262.13
27.0,69,398.51
32.0,27,131.19
21.0,25,203.5
34.0,17,597.83
30.0,8,209.9
18.0,19,161.89
18.0,21,288.89
25.0,35,468.75
18.0,11,47.68
15.0,11,41.68
3.0,19,22.18
25.0,7,137.43
10.0,5,199.04
31.0,69,336.18
18.0,2,245.1
17.0,3,146.25
8.0,10,101.77
14.0,64,187.88
18.0,62,316.24
1.0,7,6.5
0.0,19,6.12
1.0,16,8.94
1.0,26,7.84
0.0,32,7.02
1.0,9,7.06
0.0,20,5.79
40.0,13,461.28
31.0,11,407.6
2.0,51,30.8
31.0,28,301.95
11.0,32,357.45
0.0,19,5.0
33.0,16,178.0
28.0,16,294.82
1.0,41,10.84
41.0,21,193.73
1.0,11,5.0
58.0,29,304.0
45.0,30,456.0
30.0,26,348.0
36.0,14,269.82
10.0,26,93.85
26.0,3,233.38
22.0,7,183.54
33.0,46,513.5
6.0,19,74.1
2.0,15,24.0
13.0,16,165.0
6.0,17,70.0
0.0,30,5.26
26.0,18,270.85
27.0,12,333.96
0.0,9,5.33
1.0,9,7.67
26.0,7,301.98
7.0,3,79.5
1.0,5,20.31
2.0,3,26.42
3.0,4,29.85
3.0,1,33.43
2.0,2,25.39
3.0,4,42.64
4.0,3,54.95
2.0,17,39.08
3.0,10,60.32
5.0,7,64.46
34.0,7,188.93
29.0,19,218.55
11.0,46,223.83
44.0,12,168.07
45.0,6,162.49
19.0,4,291.5
18.0,6,111.0
63.0,14,215.0
42.0,42,410.0
38.0,36,155.0
27.0,36,222.5
45.0,42,245.0
1.0,5,5.47
4.0,23,81.99
39.0,4,125.35
26.0,2,131.95
31.0,7,101.62
35.0,6,87.78
28.0,9,322.07
3.0,9,72.5
14.0,12,198.65
43.0,2,107.0
20.0,3,172.5
27.0,6,225.36
21.0,13,176.98
24.0,14,133.66
29.0,10,176.12
28.0,10,219.51
2.0,8,6.95
23.0,18,323.16
1.0,4,5.66
1.0,5,5.61
0.0,7,6.61
0.0,4,6.08
0.0,4,5.95
1.0,9,6.26
33.0,10,559.06
23.0,44,155.81
4.0,9,48.69
11.0,5,79.24
14.0,19,387.2
28.0,11,510.0
8.0,14,202.5
24.0,12,767.27
23.0,15,791.5
15.0,17,543.4
32.0,4,542.53
15.0,5,383.45
17.0,4,460.6
9.0,1,130.0
2.0,7,50.1
9.0,22,300.69
49.0,10,982.9
14.0,11,188.38
19.0,9,215.94
29.0,10,527.3
17.0,33,80.83
12.0,40,232.56
51.0,34,577.3
13.0,47,202.75
40.0,14,200.37
39.0,8,149.22
23.0,17,786.5
1.0,18,7.55
1.0,27,9.07
1.0,34,5.48
52.0,18,219.56
32.0,1,187.73
12.0,2,180.0
26.0,6,153.03
35.0,5,189.13
10.0,1,65.4
8.0,4,70.44
10.0,6,63.08
14.0,4,54.45
13.0,2,59.84
15.0,3,61.18
24.0,1,49.65
11.0,5,60.81
18.0,1,51.64
13.0,2,46.65
7.0,19,86.7
10.0,50,167.75
1.0,17,10.0
23.0,39,200.89
35.0,18,109.78
28.0,39,255.64
27.0,11,186.25
11.0,11,238.45
18.0,7,367.7
39.0,29,647.9
56.0,14,659.6
15.0,6,167.9
22.0,11,129.65
11.0,16,166.46
6.0,9,73.9
12.0,12,159.68
16.0,3,250.5
7.0,27,86.67
45.0,18,282.17
36.0,65,526.46
42.0,42,525.59
29.0,54,553.02
8.0,13,35.88
4.0,17,27.92
30.0,53,321.3
45.0,13,95.6
31.0,27,205.88
23.0,27,179.9
29.0,35,301.0
17.0,35,237.1
15.0,31,261.25
25.0,32,267.08
1.0,30,17.0
4.0,13,20.57
3.0,26,33.71
2.0,29,17.98
2.0,19,10.04
33.0,10,248.97
13.0,16,181.15
12.0,46,285.0
1.0,9,13.9
37.0,9,117.7
26.0,39,454.76
1.0,14,7.73
18.0,22,309.65
22.0,15,477.8
14.0,25,346.9
10.0,10,105.2
47.0,1,430.13
34.0,16,171.0
4.0,57,46.82
6.0,45,81.3
16.0,59,214.55
13.0,5,47.37
47.0,47,815.6
1.0,75,31.3
4.0,24,49.5
11.0,19,84.84
19.0,1,113.9
24.0,27,392.15
36.0,12,267.98
27.0,21,380.24
13.0,17,205.67
20.0,8,207.25
51.0,4,576.24
44.0,1,314.92
46.0,19,703.53
21.0,8,514.95
0.0,7,7.29
1.0,2,7.54
0.0,2,7.26
0.0,9,7.28
25.0,20,226.47
49.0,30,423.03
11.0,25,153.93
74.0,1,122.33
61.0,1,103.6
18.0,1,57.97
33.0,8,622.82
22.0,9,479.54
17.0,6,97.25
5.0,19,65.5
28.0,8,120.5
4.0,15,36.58
5.0,22,62.61
37.0,36,409.75
29.0,1,229.48
27.0,2,408.4
25.0,21,377.85
27.0,12,181.55
54.0,4,295.7
38.0,25,367.64
1.0,4,8.53
1.0,39,9.9
11.0,17,75.65
14.0,10,84.95
33.0,8,170.5
0.0,21,5.83
0.0,32,5.43
0.0,39,7.1
22.0,2,362.88
16.0,3,220.92
28.0,7,379.3
10.0,30,64.33
10.0,19,78.9
53.0,13,409.9
56.0,10,575.7
8.0,17,72.68
21.0,13,150.0
23.0,23,326.62
32.0,2,335.4
56.0,17,670.9
40.0,6,526.37
25.0,17,304.3
4.0,22,46.55
39.0,18,601.7
29.0,27,591.9
19.0,6,105.66
28.0,1,209.59
38.0,2,300.86
34.0,2,286.81
31.0,5,349.63
26.0,3,331.9
28.0,5,320.46
19.0,7,210.95
36.0,1,331.0
18.0,6,292.58
20.0,10,290.92
28.0,9,266.52
32.0,11,259.66
38.0,12,387.99
19.0,9,158.67
23.0,12,223.71
47.0,5,123.3
13.0,46,189.09
6.0,76,93.82
3.0,62,61.85
69.0,3,361.4
52.0,8,194.7
15.0,16,146.56
30.0,5,273.06
32.0,11,132.15
19.0,65,165.58
55.0,27,272.1
40.0,38,294.95
59.0,48,418.8
31.0,23,107.25
57.0,25,306.6
39.0,51,264.86
60.0,54,462.96
2.0,64,30.0
6.0,4,59.36
5.0,6,70.92
2.0,2,32.5
1.0,4,5.0
18.0,53,147.23
53.0,40,225.25
1.0,18,10.24
1.0,10,10.39
29.0,19,635.49
1.0,14,5.69
7.0,21,54.15
18.0,3,88.45
30.0,1,101.19
31.0,1,189.83
14.0,2,50.0
34.0,2,142.32
16.0,2,60.27
41.0,1,50.0
44.0,3,179.85
25.0,36,249.78
31.0,8,202.79
1.0,21,9.78
13.0,23,184.75
53.0,14,1492.0
27.0,16,450.0
20.0,10,222.16
20.0,15,337.67
25.0,4,429.81
30.0,6,404.9
14.0,24,192.66
22.0,14,530.88
15.0,17,168.67
49.0,10,395.5
31.0,6,153.25
9.0,7,39.67
44.0,12,209.2
55.0,9,155.0
20.0,13,243.38
16.0,7,189.3
43.0,33,1198.25
42.0,20,534.5
34.0,32,765.45
11.0,22,158.25
1.0,15,10.0
30.0,16,403.75
45.0,4,562.3
21.0,35,240.1
42.0,7,425.0
25.0,3,250.0
0.0,11,5.0
52.0,2,507.9
13.0,9,205.0
0.0,17,5.24
1.0,11,5.06
20.0,1,160.0
26.0,33,312.72
34.0,18,255.24
22.0,24,365.63
1.0,15,12.06
14.0,26,508.6
17.0,5,361.1
48.0,2,55.78
40.0,4,89.57
38.0,15,268.75
4.0,35,34.0
27.0,46,232.0
25.0,33,182.38
28.0,34,133.25
35.0,23,171.8
13.0,40,220.08
8.0,16,31.24
11.0,46,253.71
32.0,8,30.65
7.0,10,17.5
26.0,11,281.0
20.0,12,126.3
24.0,30,340.57
20.0,34,137.24
36.0,14,59.05
2.0,53,20.0
21.0,34,171.13
15.0,53,265.81
26.0,89,699.35
9.0,27,63.64
9.0,15,28.25
6.0,8,31.56
44.0,9,157.3
44.0,15,678.8
34.0,17,506.53
44.0,12,412.9
51.0,19,410.3
1.0,32,15.0
4.0,22,50.0
7.0,20,53.71
24.0,33,225.49
14.0,11,33.42
8.0,13,31.12
1.0,4,6.39
3.0,1,5.95
1.0,2,5.93
54.0,8,360.75
24.0,10,210.35
25.0,8,193.05
36.0,2,414.37
41.0,3,528.0
22.0,15,631.02
31.0,6,486.01
25.0,39,401.15
32.0,41,683.1
31.0,30,414.85
27.0,23,220.6
27.0,20,369.53
26.0,11,501.1
30.0,32,431.1
37.0,13,340.6
1.0,4,8.41
40.0,11,467.5
16.0,4,589.22
0.0,23,8.36
0.0,13,8.79
8.0,13,411.08
25.0,18,162.1
8.0,10,83.9
33.0,32,553.5
31.0,10,299.54
29.0,10,197.43
4.0,12,58.97
32.0,19,427.1
12.0,8,30.0
31.0,15,149.72
32.0,19,212.09
25.0,19,293.27
51.0,8,346.55
1.0,14,20.0
39.0,9,187.45
29.0,23,204.61
51.0,23,340.7
33.0,41,374.63
35.0,62,682.93
17.0,28,479.2
23.0,23,541.06
8.0,23,190.0
17.0,31,414.9
11.0,15,182.13
25.0,22,652.0
42.0,16,284.24
15.0,38,275.03
48.0,15,425.58
14.0,16,226.75
4.0,19,64.0
2.0,24,20.0
49.0,41,268.4
59.0,32,274.73
39.0,50,306.97
57.0,39,318.3
1.0,14,5.6
1.0,16,5.86
0.0,22,5.54
34.0,5,199.66
1.0,19,9.81
31.0,14,259.1
22.0,12,275.05
50.0,1,108.44
0.0,1,25.0
0.0,31,6.23
27.0,39,168.0
10.0,34,226.78
14.0,29,355.84
44.0,59,671.75
28.0,39,397.31
40.0,15,143.58
33.0,26,273.06
30.0,36,343.39
48.0,31,514.0
41.0,34,329.93
41.0,19,456.13
37.0,34,529.62
16.0,34,265.24
35.0,4,133.17
35.0,12,147.98
41.0,12,344.69
25.0,4,232.78
14.0,19,365.5
17.0,73,727.0
26.0,25,184.31
23.0,24,230.18
46.0,43,567.1
18.0,24,231.32
42.0,18,313.0
25.0,28,299.5
32.0,16,216.36
26.0,12,248.52
42.0,13,191.63
20.0,18,400.96
24.0,7,198.11
23.0,3,326.48
26.0,31,329.08
40.0,5,111.9
32.0,12,99.42
41.0,2,146.58
22.0,4,154.51
30.0,10,202.2
49.0,12,161.02
47.0,2,285.7
32.0,9,208.96
46.0,4,251.74
48.0,5,252.67
49.0,2,225.88
37.0,9,200.0
37.0,5,298.29
46.0,9,348.7
49.0,5,247.18
31.0,7,177.97
23.0,42,206.2
29.0,35,363.04
20.0,39,393.42
11.0,11,51.66
15.0,2,55.97
21.0,20,299.81
36.0,2,177.26
2.0,9,17.15
18.0,24,293.39
32.0,11,219.67
52.0,9,303.26
46.0,6,168.64
63.0,7,180.05
100.0,11,529.13
22.0,14,109.15
55.0,20,663.25
46.0,7,474.25
46.0,20,616.95
36.0,7,294.31
28.0,9,337.67
30.0,8,208.18
38.0,7,316.29
34.0,6,321.1
34.0,11,266.08
34.0,9,348.81
10.0,8,83.12
12.0,9,137.5
15.0,17,143.0
36.0,11,396.0
52.0,7,494.0
8.0,2,55.0
39.0,7,370.72
30.0,7,387.0
13.0,15,215.0
21.0,24,408.65
26.0,7,194.2
30.0,7,111.88
40.0,15,447.1
51.0,34,1245.2
55.0,11,310.0
37.0,37,782.4
2.0,3,12.34
1.0,7,12.22
29.0,12,231.07
1.0,6,9.99
1.0,6,10.07
19.0,19,355.29
5.0,33,34.1
15.0,25,114.91
7.0,24,42.05
19.0,53,952.0
20.0,33,175.03
32.0,42,291.0
14.0,2,60.88
2.0,63,43.62
49.0,26,526.0
4.0,21,74.75
42.0,13,446.5
6.0,12,49.5
31.0,12,753.25
24.0,37,593.5
39.0,24,353.5
31.0,17,317.5
12.0,11,130.0
4.0,11,37.9
31.0,25,297.18
35.0,3,213.0
34.0,8,276.03
23.0,4,258.11
39.0,6,478.21
0.0,77,5.6
21.0,13,410.25
51.0,13,805.0
6.0,25,45.73
7.0,5,115.5
18.0,8,98.47
16.0,15,91.43
22.0,9,355.88
26.0,3,333.92
18.0,6,305.81
24.0,13,341.6
18.0,13,245.67
2.0,27,21.29
15.0,21,172.2
36.0,5,126.07
17.0,21,383.75
24.0,24,787.04
50.0,6,572.33
31.0,49,186.51
9.0,15,129.3
26.0,2,316.76
1.0,33,5.2
1.0,39,5.6
5.0,40,39.9
21.0,26,454.43
12.0,22,387.56
31.0,1,244.38
22.0,1,268.96
26.0,11,486.0
52.0,8,513.0
49.0,3,471.5
51.0,6,402.5
45.0,7,693.5
9.0,8,142.0
2.0,12,20.0
40.0,8,480.32
16.0,10,290.78
14.0,5,276.83
25.0,1,221.58
38.0,7,539.58
39.0,3,438.0
14.0,2,117.52
49.0,2,482.45
29.0,4,169.75
40.0,3,266.0
28.0,33,295.63
27.0,11,201.42
42.0,18,274.5
23.0,42,260.77
23.0,41,212.02
25.0,13,115.47
20.0,105,368.05
63.0,6,550.0
1.0,3,12.99
45.0,25,293.44
40.0,22,439.65
21.0,31,434.64
13.0,19,190.48
26.0,25,232.75
0.0,32,6.2
31.0,1,215.63
13.0,5,165.0
37.0,51,629.5
51.0,28,642.5
13.0,31,209.12
47.0,10,546.43
33.0,3,528.67
39.0,20,650.73
42.0,12,363.58
25.0,41,283.17
18.0,12,210.15
29.0,3,246.74
11.0,15,86.85
55.0,4,180.0
56.0,6,135.33
42.0,14,286.07
40.0,21,268.1
18.0,27,303.66
50.0,19,494.75
34.0,19,213.85
31.0,16,148.84
40.0,4,594.29
13.0,12,301.77
17.0,4,281.21
34.0,12,780.64
1.0,27,7.1
1.0,16,5.89
1.0,27,5.49
1.0,26,5.5
1.0,6,5.5
1.0,17,5.75
56.0,21,224.5
29.0,1,324.75
3.0,12,33.33
1.0,22,8.8
13.0,45,212.05
2.0,26,35.0
27.0,11,51.45
14.0,10,315.9
16.0,24,171.56
24.0,40,303.1
19.0,9,285.0
35.0,3,477.93
24.0,18,419.0
19.0,11,386.83
26.0,9,459.8
17.0,15,351.04
22.0,11,256.32
14.0,25,283.4
14.0,49,470.97
19.0,21,418.32
20.0,29,359.82
0.0,61,6.06
15.0,8,107.62
20.0,5,156.5
5.0,6,29.99
31.0,7,73.36
37.0,9,166.96
21.0,6,106.26
51.0,13,128.6
34.0,40,218.35
29.0,65,342.18
24.0,3,307.23
20.0,25,226.16
28.0,17,215.12
30.0,37,258.26
28.0,29,330.31
30.0,21,213.23
24.0,27,89.16
45.0,25,238.4
29.0,18,223.92
1.0,18,8.15
1.0,20,7.07
1.0,12,14.96
1.0,23,13.5
16.0,6,157.5
30.0,24,398.27
37.0,24,433.84
40.0,21,323.64
48.0,30,622.06
48.0,17,266.71
25.0,34,486.97
44.0,12,243.0
27.0,17,170.28
17.0,37,255.19
55.0,17,163.0
41.0,38,293.4
3.0,19,20.0
21.0,42,367.8
29.0,18,423.55
22.0,32,330.0
3.0,15,25.0
24.0,28,308.98
14.0,41,273.0
3.0,37,55.0
21.0,38,277.8
0.0,42,5.0
12.0,31,138.0
21.0,39,319.0
12.0,2,59.91
7.0,5,36.65
6.0,5,56.55
3.0,16,45.0
46.0,11,400.75
36.0,24,463.6
7.0,30,112.65
17.0,14,173.0
20.0,27,207.65
27.0,35,370.79
16.0,10,186.6
31.0,4,430.88
39.0,29,627.0
20.0,65,283.25
10.0,21,116.02
56.0,5,387.0
36.0,24,1229.0
6.0,28,78.5
17.0,34,330.3
46.0,19,480.7
41.0,36,1447.2
51.0,20,857.7
50.0,13,383.1
44.0,29,516.3
50.0,36,952.25
24.0,43,579.62
47.0,11,348.6
32.0,29,757.25
46.0,20,687.85
34.0,40,829.4
3.0,41,74.7
4.0,11,40.0
33.0,12,250.8
34.0,15,601.4
30.0,33,345.0
47.0,27,542.5
22.0,54,510.12
54.0,26,439.0
14.0,50,195.5
29.0,21,413.45
7.0,61,75.78
46.0,33,249.0
21.0,31,239.46
19.0,25,163.84
31.0,1,95.0
28.0,1,68.05
41.0,3,196.7
59.0,2,274.0
46.0,1,295.3
49.0,1,129.0
3.0,1,10.0
58.0,1,255.5
48.0,5,347.9
16.0,2,113.3
11.0,38,85.0
29.0,30,146.9
31.0,24,274.56
42.0,20,189.79
43.0,20,305.09
48.0,17,290.68
22.0,2,74.0
4.0,16,42.88
75.0,8,709.5
31.0,3,229.62
68.0,9,734.0
59.0,9,594.5
38.0,4,362.25
3.0,7,21.32
27.0,7,208.0
25.0,15,308.5
43.0,7,221.1
22.0,22,204.66
20.0,27,249.38
27.0,22,344.31
38.0,29,468.45
20.0,11,80.18
22.0,23,174.25
35.0,36,363.56
10.0,6,70.0
0.0,35,5.0
2.0,9,10.0
49.0,39,320.0
51.0,23,210.0
52.0,27,438.0
50.0,32,321.0
49.0,62,711.0
12.0,81,435.0
29.0,10,216.2
22.0,40,309.33
47.0,36,479.92
31.0,8,319.0
29.0,5,144.95
22.0,9,278.2
11.0,21,81.83
